,playerID,yearID,BB,HR,RBI,SB,MVP,BA,OBP,SLG
62,jenseja01,1956,89,20,97.0,11.0,1,0.314878892733564,0.40476190476190477,0.49653979238754326
63,kalinal01,1956,70,27,128.0,7.0,1,0.31442463533225284,0.3829479768786127,0.5299837925445705
64,kluszte01,1956,49,35,102.0,1.0,1,0.30174081237911027,0.3623693379790941,0.5357833655705996
65,lemonji01,1956,65,27,96.0,2.0,0,0.27137546468401486,0.3486088379705401,0.5018587360594795
66,lopatst01,1956,75,32,95.0,5.0,1,0.2672897196261682,0.3532258064516129,0.5345794392523364
67,mantlmi01,1956,112,52,130.0,10.0,1,0.3527204502814259,0.46390168970814133,0.7054409005628518
68,matheed01,1956,91,37,95.0,6.0,0,0.2717391304347826,0.3734567901234568,0.5181159420289855
69,maxwech01,1956,79,28,87.0,1.0,1,0.326,0.4142614601018676,0.534
70,mayswi01,1956,68,36,84.0,40.0,1,0.2958477508650519,0.36923076923076925,0.5570934256055363
71,minosmi01,1956,86,21,88.0,12.0,1,0.3155963302752294,0.42511346444780634,0.5247706422018349
72,musiast01,1956,75,27,109.0,2.0,1,0.30976430976430974,0.3858615611192931,0.5218855218855218
73,niemabo01,1956,86,12,64.0,1.0,1,0.32216494845360827,0.44234800838574423,0.49742268041237114
74,northro01,1956,8,3,23.0,0.0,0,0.3541666666666667,0.4166666666666667,0.5833333333333334
75,robinfr02,1956,64,38,83.0,8.0,1,0.2902097902097902,0.3787878787878788,0.5576923076923077
76,robinfr02,1956,64,38,83.0,8.0,0,0.2902097902097902,0.3787878787878788,0.5576923076923077
77,simpsha01,1956,47,21,105.0,2.0,1,0.292817679558011,0.34731543624161076,0.48987108655616945
78,skowrbi01,1956,50,23,90.0,4.0,0,0.3081896551724138,0.381957773512476,0.5280172413793104
79,snidedu01,1956,99,43,101.0,3.0,1,0.2915129151291513,0.3993808049535604,0.5977859778597786
80,vernomi01,1956,57,15,84.0,1.0,1,0.31017369727047145,0.40298507462686567,0.511166253101737
81,willite01,1956,102,24,82.0,0.0,1,0.345,0.47912524850894633,0.605
82,aaronha01,1957,57,44,132.0,1.0,1,0.32195121951219513,0.37777777777777777,0.6
83,adcocjo01,1957,20,12,38.0,0.0,0,0.28708133971291866,0.35064935064935066,0.5406698564593302
84,bankser01,1957,70,43,102.0,8.0,1,0.2845117845117845,0.3601190476190476,0.5791245791245792
85,burgesm01,1957,24,14,39.0,0.0,0,0.28292682926829266,0.35344827586206895,0.5658536585365853
86,ernagfr01,1957,9,2,7.0,0.0,0,0.3142857142857143,0.45454545454545453,0.6857142857142857
87,hazlebo01,1957,18,7,27.0,1.0,0,0.40298507462686567,0.477124183006536,0.6492537313432836
88,hodgegi01,1957,63,27,98.0,5.0,1,0.2987910189982729,0.36615384615384616,0.5112262521588946
89,longda02,1957,52,21,62.0,1.0,0,0.3047858942065491,0.3832599118942731,0.5113350125944585
90,mantlmi01,1957,146,34,94.0,16.0,1,0.3649789029535865,0.5120385232744783,0.6645569620253164
91,matheed01,1957,90,32,94.0,3.0,1,0.291958041958042,0.3870481927710843,0.5402097902097902
92,mayswi01,1957,76,35,97.0,38.0,1,0.3333333333333333,0.40718562874251496,0.6256410256410256
93,moonwa01,1957,62,24,73.0,5.0,0,0.29457364341085274,0.36689419795221845,0.5077519379844961
94,musiast01,1957,66,29,102.0,1.0,1,0.350597609561753,0.42214532871972316,0.6115537848605578
95,powerjo01,1957,5,2,8.0,0.0,0,0.2857142857142857,0.4090909090909091,0.5428571428571428
96,robinfr02,1957,44,29,75.0,10.0,1,0.32242225859247137,0.37648809523809523,0.5286415711947627
97,sievero01,1957,76,42,114.0,1.0,1,0.3006993006993007,0.3881278538812785,0.5786713286713286
98,snidedu01,1957,77,40,92.0,3.0,1,0.2736220472440945,0.3684210526315789,0.5866141732283464
99,willite01,1957,119,38,87.0,0.0,1,0.3880952380952381,0.5256410256410257,0.7309523809523809
100,woodlge01,1957,64,19,78.0,0.0,1,0.3209302325581395,0.40836653386454186,0.5209302325581395
101,aaronha01,1958,59,30,95.0,4.0,1,0.3261231281198003,0.3855421686746988,0.5457570715474209
102,anderha02,1958,59,23,97.0,0.0,1,0.30097087378640774,0.37285223367697595,0.5242718446601942
103,bankser01,1958,52,47,129.0,4.0,1,0.31280388978930307,0.3656387665198238,0.6142625607779578
104,boyerke01,1958,49,23,90.0,11.0,1,0.30701754385964913,0.3603174603174603,0.4964912280701754
105,cervbo01,1958,50,38,104.0,3.0,1,0.3048543689320388,0.3706293706293706,0.5922330097087378
106,colavro01,1958,84,41,113.0,0.0,1,0.30265848670756645,0.40484429065743943,0.6196319018404908
107,covinwe01,1958,20,24,74.0,0.0,1,0.3299319727891156,0.38006230529595014,0.6224489795918368
108,cunnijo01,1958,82,12,57.0,4.0,0,0.3115727002967359,0.4491725768321513,0.49554896142433236
109,daleype01,1958,7,2,8.0,0.0,0,0.32142857142857145,0.3968253968253968,0.5
110,dobyla01,1958,26,13,45.0,0.0,0,0.2834008097165992,0.34782608695652173,0.4898785425101215
111,jenseja01,1958,99,35,122.0,9.0,1,0.2864963503649635,0.39602446483180426,0.5346715328467153
112,kalinal01,1958,54,16,85.0,7.0,1,0.31307550644567217,0.3741721854304636,0.48987108655616945
113,larsedo01,1958,5,4,13.0,0.0,0,0.30612244897959184,0.36363636363636365,0.5714285714285714
114,mantlmi01,1958,129,42,97.0,18.0,1,0.3044315992292871,0.4432515337423313,0.5915221579961464
115,mayswi01,1958,78,29,96.0,31.0,1,0.3466666666666667,0.41897810218978104,0.5833333333333334
116,musiast01,1958,72,17,62.0,0.0,1,0.336864406779661,0.4225865209471767,0.527542372881356
117,niemabo01,1958,44,16,60.0,2.0,0,0.3251366120218579,0.3946731234866828,0.5218579234972678
118,robinfr02,1958,62,31,83.0,10.0,1,0.26895306859205775,0.34991974317817015,0.5036101083032491
119,sievero01,1958,53,39,108.0,3.0,1,0.29454545454545455,0.3566775244299674,0.5436363636363636
120,skinnbo01,1958,58,13,70.0,12.0,1,0.32136105860113423,0.3872053872053872,0.4914933837429111
121,snidedu01,1958,32,15,58.0,2.0,0,0.3119266055045872,0.3708791208791209,0.5045871559633027
122,wagnele01,1958,18,13,35.0,1.0,0,0.3167420814479638,0.37083333333333335,0.5339366515837104
123,wallsle01,1958,47,24,72.0,4.0,0,0.30409356725146197,0.3701754385964912,0.49317738791423
124,wertzvi01,1958,5,3,12.0,0.0,0,0.27906976744186046,0.3541666666666667,0.5116279069767442
125,willite01,1958,98,26,85.0,1.0,1,0.3284671532846715,0.4584139264990329,0.583941605839416
126,zernigu01,1958,6,5,23.0,0.0,0,0.3225806451612903,0.3511450381679389,0.5161290322580645
127,aaronha01,1959,51,39,123.0,8.0,1,0.35453100158982515,0.40115440115440115,0.6359300476947536
128,bankser01,1959,64,45,143.0,2.0,1,0.30390492359932086,0.37369207772795215,0.5959252971137521
129,baxesji01,1959,4,2,5.0,1.0,0,0.30303030303030304,0.39473684210526316,0.5151515151515151
130,boyerke01,1959,67,28,94.0,12.0,1,0.30905861456483125,0.38388625592417064,0.5079928952042628
131,cepedor01,1959,33,27,105.0,23.0,1,0.31735537190082647,0.3554868624420402,0.5223140495867769
132,francti01,1959,35,20,79.0,2.0,1,0.3634085213032581,0.41402714932126694,0.5664160401002506
133,hodgegi01,1959,58,25,80.0,3.0,1,0.27602905569007263,0.3668763102725367,0.513317191283293
134,jenseja01,1959,88,28,112.0,20.0,1,0.2766355140186916,0.3716535433070866,0.491588785046729
135,kalinal01,1959,72,27,94.0,10.0,1,0.3268101761252446,0.40978077571669475,0.5303326810176126
136,kuennha01,1959,48,9,71.0,7.0,1,0.35294117647058826,0.4022801302931596,0.5008912655971479
137,mantlmi01,1959,93,31,75.0,21.0,1,0.2846580406654344,0.390282131661442,0.5138632162661737
138,matheed01,1959,80,46,114.0,2.0,1,0.3063973063973064,0.390279823269514,0.5925925925925926
139,mayswi01,1959,65,34,104.0,27.0,1,0.3130434782608696,0.38117283950617287,0.5826086956521739
140,mccovwi01,1959,22,13,38.0,2.0,1,0.3541666666666667,0.4292237442922374,0.65625
141,mccovwi01,1959,22,13,38.0,2.0,0,0.3541666666666667,0.4292237442922374,0.65625
142,moonwa01,1959,81,19,74.0,15.0,1,0.3020257826887661,0.3942766295707472,0.4953959484346225
143,morgato01,1959,0,2,4.0,0.0,0,0.391304347826087,0.391304347826087,0.6521739130434783
144,niemabo01,1959,42,21,60.0,1.0,0,0.2916666666666667,0.3669950738916256,0.5277777777777778
145,pinsova01,1959,55,20,84.0,21.0,1,0.31635802469135804,0.37073863636363635,0.5092592592592593
146,robinfr02,1959,69,36,125.0,18.0,1,0.3111111111111111,0.3913738019169329,0.5833333333333334
147,skowrbi01,1959,20,15,59.0,1.0,0,0.2978723404255319,0.3485342019543974,0.5390070921985816
148,snidedu01,1959,58,23,88.0,1.0,1,0.3081081081081081,0.4,0.5351351351351351
149,stuardi01,1959,42,27,78.0,1.0,0,0.2972292191435768,0.36160714285714285,0.5491183879093199
150,aaronha01,1960,60,40,126.0,16.0,1,0.29152542372881357,0.35240963855421686,0.5661016949152542
151,adcocjo01,1960,46,25,91.0,2.0,1,0.29766536964980544,0.35398230088495575,0.5
152,bankser01,1960,71,41,117.0,1.0,1,0.271356783919598,0.3495575221238938,0.5544388609715243
153,boyerke01,1960,56,32,97.0,8.0,1,0.30434782608695654,0.37012987012987014,0.5615942028985508
154,cashno01,1960,65,18,63.0,4.0,0,0.28611898016997167,0.40186915887850466,0.5014164305949008
155,geigega01,1960,23,9,33.0,2.0,0,0.3020408163265306,0.36900369003690037,0.4897959183673469
156,gentiji01,1960,68,21,98.0,0.0,1,0.2916666666666667,0.40301724137931033,0.5
157,gentiji01,1960,68,21,98.0,0.0,0,0.2916666666666667,0.40301724137931033,0.5
158,greenfr01,1960,1,2,2.0,0.0,0,0.375,0.4444444444444444,1.125
159,killeha01,1960,71,31,80.0,1.0,0,0.27601809954751133,0.37524177949709864,0.5339366515837104
160,lemonji01,1960,67,38,100.0,2.0,1,0.2689393939393939,0.353518821603928,0.5075757575757576
161,longda02,1960,5,3,10.0,0.0,0,0.36585365853658536,0.43478260869565216,0.7073170731707317
162,mantlmi01,1960,111,40,94.0,14.0,1,0.27514231499051234,0.39906832298136646,0.5578747628083491
163,marisro01,1960,70,39,112.0,2.0,1,0.28256513026052105,0.3708838821490468,0.5811623246492986
164,matheed01,1960,111,39,124.0,7.0,1,0.2773722627737226,0.39730134932533734,0.551094890510949
165,mayswi01,1960,61,29,103.0,25.0,1,0.31932773109243695,0.3811659192825112,0.5546218487394958
166,pagliji01,1960,13,2,9.0,0.0,0,0.3064516129032258,0.4342105263157895,0.5483870967741935
167,postwa01,1960,28,17,38.0,0.0,0,0.28112449799196787,0.35,0.5421686746987951
168,robinfr02,1960,82,31,83.0,13.0,1,0.2974137931034483,0.40747330960854095,0.5948275862068966
169,sherrno01,1960,12,8,19.0,0.0,0,0.2826086956521739,0.35294117647058826,0.5
170,sievero01,1960,74,28,93.0,1.0,1,0.29504504504504503,0.3961904761904762,0.5337837837837838
171,skowrbi01,1960,38,26,91.0,2.0,1,0.30855018587360594,0.3527397260273973,0.5278810408921933
172,smithha08,1960,22,11,45.0,1.0,0,0.29457364341085274,0.3508771929824561,0.5077519379844961
173,willibi01,1960,5,2,7.0,0.0,0,0.2765957446808511,0.34615384615384615,0.48936170212765956
174,willite01,1960,75,29,72.0,1.0,1,0.3161290322580645,0.4512820512820513,0.6451612903225806
175,aaronha01,1961,56,34,120.0,21.0,1,0.32669983416252074,0.3805970149253731,0.593698175787728
176,adcocjo01,1961,59,35,108.0,2.0,0,0.2846975088967972,0.3536,0.5071174377224199
177,altmage01,1961,40,27,96.0,6.0,1,0.3030888030888031,0.3532513181019332,0.5598455598455598
178,bankser01,1961,54,29,80.0,1.0,0,0.27788649706457924,0.34554973821989526,0.5068493150684932
179,bilkost01,1961,58,20,59.0,1.0,0,0.2789115646258503,0.3954802259887006,0.54421768707483
180,blancjo01,1961,27,21,54.0,1.0,0,0.3045267489711934,0.38181818181818183,0.6131687242798354
181,boyerke01,1961,68,24,95.0,6.0,1,0.3293718166383701,0.39668174962292607,0.533106960950764
182,cashno01,1961,124,41,132.0,11.0,1,0.36074766355140186,0.48656716417910445,0.6616822429906543
183,cepedor01,1961,39,46,142.0,12.0,1,0.3111111111111111,0.36163522012578614,0.6085470085470085
184,clemero01,1961,35,23,89.0,4.0,1,0.3513986013986014,0.3898858075040783,0.5594405594405595
185,colavro01,1961,113,45,140.0,1.0,1,0.28987993138936535,0.40226628895184136,0.5797598627787307
186,fairlro01,1961,48,10,48.0,0.0,0,0.3224489795918367,0.43389830508474575,0.5224489795918368
187,gentiji01,1961,96,46,141.0,1.0,1,0.30246913580246915,0.4226289517470882,0.6460905349794238
188,howarel01,1961,28,21,77.0,0.0,1,0.3475336322869955,0.3866943866943867,0.5493273542600897
189,howarfr01,1961,21,15,45.0,0.0,0,0.2958801498127341,0.3470790378006873,0.5168539325842697
190,kalinal01,1961,66,19,82.0,14.0,1,0.3242320819112628,0.39334341906202724,0.515358361774744
191,killeha01,1961,107,46,122.0,1.0,1,0.28835489833641403,0.4054878048780488,0.6062846580406654
192,lynchje01,1961,27,13,50.0,2.0,1,0.3149171270718232,0.40669856459330145,0.6243093922651933
193,mantlmi01,1961,126,54,128.0,12.0,1,0.31712062256809337,0.448062015503876,0.6867704280155642
194,marisro01,1961,94,61,142.0,0.0,1,0.26949152542372884,0.37249283667621774,0.6203389830508474
195,matheed01,1961,93,32,91.0,12.0,1,0.30594405594405594,0.40238450074515647,0.534965034965035
196,mayswi01,1961,81,40,123.0,18.0,1,0.3076923076923077,0.3930197268588771,0.583916083916084
197,mccovwi01,1961,37,18,50.0,1.0,0,0.27134146341463417,0.3502673796791444,0.49085365853658536
198,moonwa01,1961,89,17,88.0,7.0,1,0.3282937365010799,0.43447037701974867,0.5053995680345572
199,murphda04,1961,1,2,3.0,0.0,0,0.38461538461538464,0.42857142857142855,0.8461538461538461
200,musiast01,1961,52,15,70.0,0.0,0,0.28763440860215056,0.37122969837587005,0.489247311827957
201,niemabo01,1961,7,2,10.0,1.0,0,0.35384615384615387,0.4166666666666667,0.5384615384615384
202,olivege01,1961,6,4,9.0,0.0,0,0.2692307692307692,0.36666666666666664,0.5384615384615384
203,pinsova01,1961,39,16,87.0,23.0,1,0.342668863261944,0.3786259541984733,0.5041186161449753
204,postwa01,1961,22,20,57.0,0.0,0,0.29432624113475175,0.3464052287581699,0.5851063829787234
205,robinfr02,1961,71,37,124.0,22.0,1,0.3229357798165138,0.40408805031446543,0.6110091743119266
206,sawatca01,1961,25,10,33.0,0.0,0,0.2988505747126437,0.385,0.5172413793103449
207,sievero01,1961,61,27,92.0,1.0,0,0.29471544715447157,0.3765541740674956,0.5365853658536586
208,smithal04,1961,56,28,93.0,4.0,1,0.2781954887218045,0.34833333333333333,0.5056390977443609
209,snidedu01,1961,29,16,56.0,1.0,0,0.296137339055794,0.375,0.5622317596566524
210,stuardi01,1961,34,35,117.0,0.0,1,0.3007518796992481,0.3443478260869565,0.5808270676691729
211,thomale03,1961,47,24,70.0,0.0,1,0.28444444444444444,0.35258964143426297,0.4911111111111111
212,thomale03,1961,47,24,70.0,0.0,0,0.28444444444444444,0.35258964143426297,0.4911111111111111
213,wagnele01,1961,48,28,79.0,5.0,0,0.2803532008830022,0.34833659491193736,0.5165562913907285
214,aaronha01,1962,66,45,128.0,15.0,1,0.32263513513513514,0.38980509745127434,0.6182432432432432
215,aloufe01,1962,33,25,98.0,10.0,1,0.3155080213903743,0.35596026490066224,0.5133689839572193
216,altmage01,1962,62,22,74.0,19.0,0,0.31835205992509363,0.39303482587064675,0.5112359550561798
217,bilkost01,1962,25,8,38.0,1.0,0,0.2865853658536585,0.37373737373737376,0.5
218,bondwa01,1962,4,6,17.0,1.0,0,0.38,0.42592592592592593,0.8
219,burgesm01,1962,31,13,61.0,0.0,0,0.3277777777777778,0.37531486146095716,0.5
220,callijo01,1962,54,23,83.0,10.0,1,0.30016583747927034,0.3629518072289157,0.49087893864013266
221,camildo02,1962,12,4,22.0,0.0,0,0.2840909090909091,0.36633663366336633,0.5227272727272727
222,cepedor01,1962,37,35,114.0,10.0,1,0.3056,0.3466666666666667,0.5184
223,clintlo01,1962,34,18,75.0,2.0,0,0.29396984924623115,0.34942528735632183,0.5402010050251256
224,colavro01,1962,96,37,112.0,2.0,1,0.27287853577371046,0.37110481586402266,0.5141430948419301
225,davisto02,1962,33,27,153.0,18.0,1,0.3458646616541353,0.3742937853107345,0.5353383458646617
226,demetdo01,1962,41,29,107.0,2.0,1,0.30727272727272725,0.35947712418300654,0.52
227,essegch01,1962,42,21,50.0,0.0,0,0.27380952380952384,0.3634020618556701,0.49702380952380953
228,gonzato01,1962,40,20,63.0,17.0,0,0.30205949656750575,0.3709016393442623,0.494279176201373
229,howarfr01,1962,39,31,119.0,1.0,1,0.2961460446247465,0.3463687150837989,0.5598377281947262
230,kalinal01,1962,47,29,94.0,4.0,1,0.30402010050251255,0.37555555555555553,0.592964824120603
231,mantlmi01,1962,122,30,89.0,9.0,1,0.3209549071618037,0.4860557768924303,0.6047745358090185
232,marshji01,1962,3,3,4.0,0.0,0,0.34375,0.4,0.65625
233,maxwech01,1962,34,9,43.0,0.0,0,0.2961165048543689,0.3941908713692946,0.49514563106796117
234,mayswi01,1962,78,49,141.0,18.0,1,0.30434782608695654,0.3838526912181303,0.6151368760064412
235,mccalbr01,1962,0,2,3.0,0.0,0,0.375,0.375,1.125
236,mccovwi01,1962,29,20,54.0,3.0,0,0.2925764192139738,0.367816091954023,0.5895196506550219
237,musiast01,1962,64,19,82.0,3.0,1,0.3302540415704388,0.4158415841584158,0.5080831408775982
238,robinfr02,1962,76,39,136.0,18.0,1,0.3415435139573071,0.42082738944365194,0.6239737274220033
239,satrito01,1962,0,2,6.0,0.0,0,0.42105263157894735,0.42105263157894735,0.8421052631578947
240,siebeno01,1962,110,25,117.0,3.0,1,0.30833333333333335,0.41225626740947074,0.495
241,skinnbo01,1962,76,20,75.0,10.0,1,0.30196078431372547,0.3946037099494098,0.503921568627451
242,aaronha01,1963,78,44,130.0,31.0,1,0.3185419968304279,0.3907563025210084,0.5863708399366085
243,allisbo01,1963,90,35,91.0,6.0,1,0.2713472485768501,0.3776,0.5332068311195446
244,berrayo01,1963,15,8,28.0,1.0,0,0.2925170068027211,0.3597560975609756,0.4965986394557823
245,cepedor01,1963,37,34,97.0,8.0,0,0.3160621761658031,0.3656597774244833,0.5630397236614854
246,covinwe01,1963,26,17,64.0,1.0,0,0.3031161473087819,0.3543307086614173,0.5212464589235127
247,goryljo01,1963,15,9,24.0,0.0,0,0.2866666666666667,0.3532934131736527,0.54
248,kalinal01,1963,54,27,101.0,6.0,1,0.3121597096188748,0.37520391517128876,0.5136116152450091
249,mantlmi01,1963,40,15,35.0,2.0,0,0.313953488372093,0.4413145539906103,0.622093023255814
250,marisro01,1963,35,23,53.0,1.0,0,0.2692307692307692,0.3457142857142857,0.5416666666666666
251,mayswi01,1963,66,38,103.0,8.0,1,0.313758389261745,0.38002980625931443,0.5822147651006712
252,mccovwi01,1963,50,44,102.0,1.0,1,0.2801418439716312,0.3498402555910543,0.5656028368794326
253,pinsova01,1963,36,22,106.0,27.0,1,0.3128834355828221,0.34676258992805753,0.5138036809815951
254,whitebi03,1963,59,27,109.0,10.0,1,0.303951367781155,0.36022253129346316,0.4908814589665654
255,willibi01,1963,68,25,95.0,7.0,0,0.28594771241830064,0.35766423357664234,0.49673202614379086
256,aaronha01,1964,62,24,95.0,22.0,1,0.3280701754385965,0.39274447949526814,0.5140350877192983
257,allendi01,1964,67,29,91.0,3.0,1,0.3180379746835443,0.3817663817663818,0.5569620253164557
258,allendi01,1964,67,29,91.0,3.0,0,0.3180379746835443,0.3817663817663818,0.5569620253164557
259,allisbo01,1964,92,32,86.0,10.0,1,0.2865853658536585,0.40404040404040403,0.5528455284552846
260,banksge01,1964,6,2,3.0,0.0,0,0.29411764705882354,0.4782608695652174,0.7058823529411765
261,brocklo01,1964,27,12,44.0,33.0,1,0.34844868735083534,0.38716814159292035,0.5274463007159904
262,cartyri01,1964,43,22,88.0,1.0,0,0.32967032967032966,0.38811881188118813,0.5538461538461539
263,cepedor01,1964,43,31,97.0,9.0,0,0.30434782608695654,0.36115843270868825,0.5387523629489603
264,colavro01,1964,83,34,102.0,3.0,1,0.27380952380952384,0.36617647058823527,0.5068027210884354
265,conigto01,1964,35,24,52.0,2.0,0,0.2896039603960396,0.3536036036036036,0.5297029702970297
266,johnsal01,1964,6,4,18.0,1.0,0,0.30275229357798167,0.3448275862068966,0.4954128440366973
267,killeha01,1964,93,49,111.0,0.0,1,0.2703639514731369,0.37683284457478006,0.5476603119584056
268,kindaje01,1964,2,2,2.0,0.0,0,0.36,0.4074074074074074,0.64
269,mantife01,1964,41,30,64.0,0.0,0,0.28941176470588237,0.3574468085106383,0.5529411764705883
270,mantlmi01,1964,99,35,111.0,6.0,1,0.3032258064516129,0.42328042328042326,0.5913978494623656
271,mayswi01,1964,82,47,111.0,19.0,1,0.2958477508650519,0.3825301204819277,0.6072664359861591
272,olivato01,1964,34,32,94.0,12.0,1,0.3229166666666667,0.3594405594405594,0.5565476190476191
